nome,genero,blood_status,profissao,casa,patrono,elemento_preferido,animal_preferido,cor,coragem,ambicao,inteligencia,lealdade,determinacao,justica,criatividade,coragem_moral,cautela,lealdade_a_amigos,competitividade,individualismo,cooperacao,fama_reconhecimento,pertencimento_comunidade,pensamento_analitico,intuicao,estrategia,impulsividade,autocontrole,empatia,etica,pragmatismo,lideranca,leitura_de_pessoas,persistencia,humildade,orgulho,busca_por_proposito_pessoal,identidade_forte
Lynda Patel,Não-Binário,Mestiço,Lojista,Gryffindor,Serpente,Fogo,Hipogrifo,Dourado,7,6,7,9,9,8,5,8,3,10,7,9,7,7,5,2,7,5,9,3,5,5,2,6,2,8,9,10,6,7
Dr Amber Jenkins,Não-Binário,Mestiço,Jogador(a) de Quadribol,Ravenclaw,Cisne,Ar,Dragão (miniatura),Azul,3,3,10,5,1,1,10,8,8,1,10,9,7,9,3,10,6,9,3,4,3,6,8,1,9,8,3,10,10,3
Ashley Barnes,Não-Binário,Puro-Sangue,Lojista,Hufflepuff,Doninha,Fogo,Mini-pufe,Amarelo,8,3,6,9,7,9,7,2,9,10,1,2,9,6,9,4,9,3,7,4,8,8,3,4,4,10,6,2,6,3
Josephine Wilkinson,Masculino,Puro-Sangue,Medibruxo(a),Slytherin,Salmão,Terra,Coruja,Verde,2,9,6,4,8,3,9,9,7,5,9,7,4,3,6,3,5,8,5,10,4,10,8,6,1,3,1,10,4,5
Christian Yates,Não-Binário,Puro-Sangue,Estudante,Hufflepuff,Águia,Terra,Aranha,Preto,5,1,1,9,8,10,7,3,2,8,3,2,9,7,7,3,1,4,9,3,8,8,2,6,7,10,7,5,2,6
Mr Gary McCarthy,Não-Binário,Puro-Sangue,Herbologista,Ravenclaw,Cervo,Ar,Fênix,Azul,4,5,10,8,7,1,8,9,7,7,2,9,3,4,2,10,6,8,1,10,2,8,5,1,5,5,2,7,8,9
Tracey Howell,Masculino,Nascido-Trouxa,Jornalista,Ravenclaw,Doninha,Ar,Pomo,Azul,5,3,8,2,5,9,8,1,6,3,2,9,5,8,3,10,6,5,1,3,1,9,3,3,7,1,1,4,9,9
Owen Jones,Não-Binário,Puro-Sangue,Medibruxo(a),Hufflepuff,Raposa,Fogo,Coruja,Preto,9,4,6,8,7,10,8,9,8,9,1,5,10,9,9,8,10,7,2,5,10,10,1,3,7,9,7,4,6,4
Ross Cole,Masculino,Mestiço,Membro da Suprema Corte,Gryffindor,Urso,Fogo,Gato,Vermelho,10,7,8,6,9,5,4,7,3,7,5,5,10,2,6,6,7,2,10,10,1,6,3,7,6,1,6,3,8,2
Stuart Sheppard-Mistry,Não-Binário,Nascido-Trouxa,Tratador(a) de Criaturas Mágicas,Slytherin,Lebre,Água,Amasso (Kneazle),Verde,1,10,4,3,9,2,4,9,2,9,9,10,6,3,4,1,6,8,5,10,3,4,6,9,6,10,1,8,7,10
Dr Duncan Thomas,Masculino,Nascido-Trouxa,Curandeiro(a),Gryffindor,Texugo,Fogo,Serpente,Dourado,9,6,5,2,7,6,9,10,3,6,7,5,5,3,7,2,1,2,10,1,10,2,2,5,5,10,10,3,3,4
Dr Thomas Owen,Masculino,Nascido-Trouxa,Pocionista,Ravenclaw,Serpente,Ar,Dragão (miniatura),Azul,5,10,10,3,8,9,10,5,8,2,8,9,3,5,2,8,8,9,2,4,1,3,6,3,7,10,4,5,7,2
Miss Geraldine Howard,Feminino,Nascido-Trouxa,Medibruxo(a),Ravenclaw,Gato,Ar,Mini-pufe,Bronze,7,3,8,7,2,1,10,5,5,1,2,8,6,8,6,9,8,6,1,6,10,1,5,1,7,1,9,7,10,6
Ms Charlotte Hughes,Não-Binário,Nascido-Trouxa,Jornalista,Ravenclaw,Indeterminado,Ar,Fênix,Bronze,4,2,9,3,5,5,8,2,8,1,5,8,6,2,3,9,6,8,3,6,4,5,10,9,6,5,8,1,8,8
Mary Kelly,Masculino,Nascido-Trouxa,Fabricante de Varinhas,Gryffindor,Salmão,Fogo,Rato,Vermelho,8,7,5,8,7,10,8,7,3,10,6,3,5,4,7,6,4,4,9,4,3,7,4,5,4,3,2,6,10,8
Teresa Reynolds,Não-Binário,Puro-Sangue,Auror,Gryffindor,Lobo,Fogo,Hipogrifo,Vermelho,10,3,5,2,6,7,3,9,2,7,4,9,1,2,2,9,1,2,8,1,7,7,4,5,5,8,1,3,2,6
Norman Hill,Não-Binário,Mestiço,Lojista,Slytherin,Cão,Terra,Hipogrifo,Verde,7,8,2,6,8,2,5,7,4,5,10,8,4,4,7,9,5,9,9,9,1,2,10,9,10,2,2,9,3,2
Heather Clark,Não-Binário,Puro-Sangue,Fabricante de Varinhas,Gryffindor,Fênix,Fogo,Dragão (miniatura),Dourado,9,6,5,5,9,7,8,9,3,7,4,6,1,3,1,1,5,4,8,6,10,5,3,6,6,7,8,4,2,3
Terry Griffiths,Não-Binário,Mestiço,Professor(a),Hufflepuff,Cisne,Terra,Cachorro,Amarelo,9,5,2,10,9,9,2,10,9,9,4,6,8,3,9,5,5,5,7,1,8,9,9,6,2,10,9,2,10,2
Douglas Marsh,Masculino,Nascido-Trouxa,Estudante,Slytherin,Águia,Terra,Rato,Verde,10,10,1,7,8,4,1,8,5,7,10,9,6,5,7,6,7,10,6,6,2,4,10,10,2,8,2,7,5,5
Dylan Martin,Feminino,Puro-Sangue,Jornalista,Gryffindor,Gato,Ar,Serpente,Vermelho,10,6,4,2,8,1,9,9,1,7,7,4,6,2,6,2,6,4,9,7,2,4,5,5,6,5,7,4,4,7
Peter Wright,Feminino,Nascido-Trouxa,Jogador(a) de Quadribol,Gryffindor,Gato,Fogo,Testrálio,Vermelho,7,3,5,8,8,7,3,7,4,9,4,6,10,9,10,5,9,3,9,3,9,5,5,9,2,5,1,9,9,8
Mohammad Read,Masculino,Puro-Sangue,Desempregado(a),Hufflepuff,Cão,Terra,Gato,Amarelo,5,5,5,8,2,7,7,4,6,10,1,2,8,10,9,2,5,6,1,6,8,7,6,7,9,8,10,6,3,6
Josh Miller,Não-Binário,Nascido-Trouxa,Desempregado(a),Hufflepuff,Raposa,Fogo,Mini-pufe,Amarelo,10,3,10,8,8,8,7,3,1,9,3,6,10,5,8,2,10,4,8,3,8,10,8,7,10,8,8,2,7,4
Jenna Chamberlain,Não-Binário,Mestiço,Estudante,Ravenclaw,Lobo,Água,Rato,Azul,4,3,10,7,5,6,7,6,9,3,7,9,5,7,4,10,6,9,1,4,6,7,4,6,5,1,6,3,8,9
Jordan Ali,Feminino,Nascido-Trouxa,Pocionista,Gryffindor,Serpente,Fogo,Furão,Vermelho,10,4,8,7,8,9,1,10,1,6,4,6,8,8,4,10,10,4,8,7,6,5,3,8,10,5,8,6,10,8
Mrs Carly Wood,Masculino,Mestiço,Auror,Hufflepuff,Fênix,Terra,Dragão (miniatura),Amarelo,7,3,4,9,5,10,3,7,6,9,5,5,9,9,8,10,10,5,3,5,8,9,2,4,2,10,8,4,8,6
Mr Jake Morris,Não-Binário,Puro-Sangue,Lojista,Hufflepuff,Cão,Fogo,Testrálio,Amarelo,6,1,1,10,9,8,9,1,1,8,1,5,10,2,9,1,4,4,9,2,8,8,5,4,8,10,10,5,2,5
Megan Clarke,Masculino,Puro-Sangue,Curandeiro(a),Ravenclaw,Indeterminado,Ar,Cachorro,Azul,3,1,10,10,9,8,9,7,7,10,5,8,4,10,5,8,7,6,3,3,2,3,3,9,7,3,2,2,9,2
Mr Karl Griffiths,Feminino,Nascido-Trouxa,Fabricante de Varinhas,Slytherin,Serpente,Água,Testrálio,Prata,8,10,6,5,8,3,7,7,5,4,8,8,5,4,10,9,1,9,2,7,2,6,6,7,9,10,2,9,2,6
Hayley Dixon,Masculino,Nascido-Trouxa,Membro da Suprema Corte,Hufflepuff,Serpente,Terra,Coruja,Amarelo,5,2,9,9,7,10,2,10,2,10,3,5,7,8,7,2,2,4,10,8,8,7,6,7,5,9,10,6,4,5
Gary Watson-Hurst,Feminino,Puro-Sangue,Membro da Suprema Corte,Gryffindor,Águia,Fogo,Pomo,Vermelho,9,4,6,10,5,4,6,9,1,10,4,2,6,10,2,4,4,4,9,9,4,6,3,7,5,3,4,1,1,3
Ms Gillian Armstrong,Feminino,Puro-Sangue,Jogador(a) de Quadribol,Ravenclaw,Urso,Ar,Furão,Azul,3,2,10,7,4,5,9,4,9,10,8,9,5,5,5,9,7,7,3,4,5,5,8,2,8,9,10,2,9,5
Guy Pugh,Feminino,Mestiço,Curandeiro(a),Gryffindor,Doninha,Fogo,Fênix,Vermelho,9,4,5,7,6,8,3,10,1,7,4,9,6,1,1,8,5,3,10,1,10,8,4,5,4,6,7,3,1,5
Sandra Mitchell-Sykes,Masculino,Nascido-Trouxa,Estudante,Hufflepuff,Indeterminado,Terra,Serpente,Amarelo,2,2,7,9,3,10,3,6,2,8,2,5,7,9,7,7,5,5,7,6,8,10,1,3,5,7,6,5,5,10
Ellie Evans,Não-Binário,Mestiço,Auror,Ravenclaw,Indeterminado,Água,Testrálio,Azul,5,8,9,4,8,4,9,7,8,10,10,7,3,7,3,8,7,6,1,9,5,6,9,1,8,1,10,8,10,4
Grace Farmer,Não-Binário,Mestiço,Curandeiro(a),Slytherin,Serpente,Terra,Aranha,Verde,4,10,3,6,10,2,8,5,5,5,9,10,3,3,1,4,10,10,2,6,3,5,6,10,9,8,2,10,5,4
Jay Nelson,Masculino,Puro-Sangue,Professor(a),Hufflepuff,Cisne,Terra,Cachorro,Preto,7,3,1,8,9,8,8,6,4,10,2,3,9,9,8,8,2,7,7,6,9,9,5,3,2,10,9,6,3,5
Tom Powell-Phillips,Não-Binário,Mestiço,Membro da Suprema Corte,Gryffindor,Cisne,Fogo,Coruja,Vermelho,10,3,6,7,7,10,10,8,4,10,7,8,9,2,7,7,5,4,6,3,2,7,1,7,9,8,10,5,2,2
Danielle Thompson,Feminino,Puro-Sangue,Inominável,Ravenclaw,Doninha,Água,Coruja,Azul,4,8,8,9,7,1,7,10,9,2,4,6,6,9,5,10,9,9,3,4,5,9,8,5,9,7,3,10,10,1
Amy Evans,Não-Binário,Mestiço,Pocionista,Hufflepuff,Cão,Terra,Furão,Amarelo,1,5,8,8,7,9,3,3,4,8,3,4,9,4,8,9,8,4,5,6,8,10,9,7,3,9,7,6,1,3
Amy Bailey,Feminino,Puro-Sangue,Estudante,Hufflepuff,Raposa,Terra,Pomo,Amarelo,3,5,3,8,5,10,6,10,1,8,4,4,7,9,10,10,7,5,1,9,10,9,9,5,5,10,7,3,4,2
Jamie Martin-Lyons,Masculino,Puro-Sangue,Inominável,Slytherin,Urso,Água,Furão,Verde,6,8,9,6,7,3,3,9,5,3,10,7,3,8,5,5,6,7,3,6,1,9,8,6,7,10,2,8,5,10
Christian Walker,Masculino,Nascido-Trouxa,Medibruxo(a),Hufflepuff,Raposa,Terra,Sapo,Preto,9,3,2,10,2,10,5,1,2,8,1,3,10,10,10,7,2,6,8,8,9,8,9,4,5,8,9,5,3,4
Damian White,Masculino,Puro-Sangue,Fabricante de Varinhas,Gryffindor,Cisne,Fogo,Rato,Dourado,7,3,4,1,7,7,10,9,4,8,5,7,3,1,4,2,6,5,8,10,1,5,2,8,4,7,7,3,9,3
Eric Wright,Feminino,Mestiço,Professor(a),Ravenclaw,Doninha,Ar,Testrálio,Azul,3,1,9,4,1,5,8,3,7,2,3,8,3,8,4,9,9,9,3,7,1,7,7,10,5,10,3,10,10,5
Rachel Turner,Feminino,Nascido-Trouxa,Funcionário(a) do Ministério,Slytherin,Lontra,Água,Coruja,Prata,7,8,6,7,10,3,1,2,6,8,10,9,4,7,6,1,2,8,2,9,2,5,8,7,6,6,2,10,3,4
Mr Jonathan Green,Feminino,Puro-Sangue,Jogador(a) de Quadribol,Slytherin,Lebre,Água,Aranha,Verde,1,10,5,7,10,2,6,5,3,8,8,10,3,4,8,6,5,10,2,7,2,1,8,6,7,2,3,7,2,9
Lauren Collins,Feminino,Mestiço,Estudante,Hufflepuff,Texugo,Terra,Pomo,Amarelo,4,4,8,10,8,9,5,1,4,10,1,3,7,1,9,10,4,3,6,8,9,7,1,3,9,7,9,4,9,8
Leigh Jones,Masculino,Mestiço,Estudante,Hufflepuff,Doninha,Terra,Pomo,Amarelo,5,5,7,9,6,9,1,4,7,9,5,3,8,3,8,10,10,6,9,2,8,8,6,4,7,8,8,3,7,9
Wayne Freeman,Masculino,Nascido-Trouxa,Estudante,Slytherin,Águia,Água,Dragão (miniatura),Verde,1,10,6,6,9,3,4,2,9,1,8,9,3,6,9,1,9,9,6,10,1,3,10,7,3,10,1,8,1,5
Benjamin Chapman-Macdonald,Masculino,Mestiço,Funcionário(a) do Ministério,Slytherin,Lontra,Água,Sapo,Prata,8,8,5,4,10,5,6,6,1,6,10,10,5,6,5,7,8,7,6,8,3,9,10,9,9,3,3,10,5,8
Leah Hewitt,Não-Binário,Puro-Sangue,Curandeiro(a),Ravenclaw,Cervo,Ar,Mini-pufe,Azul,7,1,10,10,5,3,9,3,8,7,9,9,4,7,6,9,7,9,5,7,1,4,8,3,8,10,8,8,7,4
Mr Damian Bates,Feminino,Nascido-Trouxa,Pesquisador(a),Slytherin,Serpente,Água,Fênix,Verde,4,9,1,5,8,5,6,9,6,1,10,8,5,8,10,1,5,9,6,9,4,2,9,9,8,3,2,10,7,3
Grace Williams,Masculino,Nascido-Trouxa,Funcionário(a) do Ministério,Gryffindor,Lebre,Fogo,Dragão (miniatura),Vermelho,7,7,6,5,7,1,2,10,4,7,7,8,2,3,2,5,5,6,6,9,10,7,4,9,7,6,3,6,8,8
Dr Rachael Walker,Feminino,Mestiço,Desempregado(a),Gryffindor,Cavalo,Fogo,Coruja,Vermelho,10,4,6,5,7,1,5,8,2,6,6,5,7,10,5,3,1,2,9,8,9,4,5,7,2,4,2,10,3,9
Jonathan Carter-Bennett,Feminino,Nascido-Trouxa,Desempregado(a),Gryffindor,Salmão,Ar,Amasso (Kneazle),Vermelho,7,6,8,8,8,6,3,10,3,10,4,9,10,7,7,6,1,5,7,3,8,7,4,9,5,2,10,5,9,8
Dr Graeme Thompson,Feminino,Puro-Sangue,Auror,Gryffindor,Doninha,Fogo,Aranha,Dourado,7,3,5,6,6,10,8,8,2,10,7,2,2,3,6,5,5,3,9,2,1,3,2,6,4,7,3,5,7,9
Dr Jodie Watts,Masculino,Nascido-Trouxa,Auror,Ravenclaw,Texugo,Ar,Coruja,Bronze,4,6,10,2,10,3,7,9,6,9,6,6,6,10,4,9,6,5,2,5,2,3,2,8,6,3,10,6,10,4
Gillian Winter,Masculino,Puro-Sangue,Herbologista,Gryffindor,Serpente,Fogo,Amasso (Kneazle),Vermelho,8,3,7,1,7,10,4,7,3,6,6,9,2,1,8,7,6,3,9,9,10,2,4,9,10,5,9,2,5,9
Mr Sean Smith,Feminino,Puro-Sangue,Desempregado(a),Hufflepuff,Serpente,Terra,Mini-pufe,Amarelo,2,2,7,10,9,7,4,10,4,8,4,5,7,7,8,10,1,7,8,2,10,10,8,5,9,7,8,2,1,2
Kim Hill-Hudson,Não-Binário,Puro-Sangue,Herbologista,Ravenclaw,Lebre,Ar,Rato,Azul,4,4,8,3,6,5,7,3,6,5,7,7,6,2,4,10,7,5,4,6,5,1,3,10,6,3,8,9,7,6
Andrea Humphries,Masculino,Nascido-Trouxa,Estudante,Gryffindor,Lebre,Fogo,Fênix,Vermelho,10,6,5,3,7,8,9,9,1,7,6,1,2,10,5,7,3,4,8,5,3,8,3,6,6,7,10,8,7,5
Paige Harvey,Não-Binário,Nascido-Trouxa,Tratador(a) de Criaturas Mágicas,Gryffindor,Raposa,Ar,Mini-pufe,Vermelho,9,3,8,9,6,4,1,8,1,10,6,10,10,9,3,7,5,5,8,9,10,4,3,6,1,2,8,10,5,2
Guy Jones-Glover,Feminino,Mestiço,Funcionário(a) do Ministério,Slytherin,Lebre,Água,Dragão (miniatura),Verde,1,10,8,6,10,3,3,1,3,1,9,7,2,3,4,4,6,8,3,6,1,5,8,8,6,5,2,7,3,2
Alex Moore-Hughes,Feminino,Nascido-Trouxa,Medibruxo(a),Gryffindor,Urso,Fogo,Hipogrifo,Dourado,10,7,8,1,9,1,10,10,4,7,8,7,2,6,4,10,3,3,10,8,3,5,5,9,2,7,2,3,5,6
Julia Fisher,Masculino,Mestiço,Pesquisador(a),Gryffindor,Texugo,Fogo,Sapo,Vermelho,9,4,5,6,6,6,9,10,2,10,4,6,3,2,5,8,8,4,10,3,5,9,3,9,7,5,6,9,8,4
Mr Lawrence Humphries,Masculino,Mestiço,Curandeiro(a),Slytherin,Doninha,Água,Rato,Prata,3,8,4,5,10,4,10,3,2,6,10,10,6,10,5,10,8,7,1,10,3,4,7,9,1,6,2,10,3,4
Ian Elliott,Masculino,Nascido-Trouxa,Jogador(a) de Quadribol,Gryffindor,Gato,Fogo,Rato,Dourado,8,3,7,5,5,1,5,8,2,8,5,1,5,9,9,2,5,5,9,5,6,7,3,9,9,1,9,8,10,10
Tony Butler,Não-Binário,Nascido-Trouxa,Membro da Suprema Corte,Hufflepuff,Lobo,Fogo,Amasso (Kneazle),Preto,7,1,7,10,4,7,3,3,1,10,4,2,10,9,8,10,3,6,7,4,9,7,9,5,7,10,6,6,9,8
Jacqueline Watson-Thomas,Não-Binário,Puro-Sangue,Estudante,Ravenclaw,Cisne,Ar,Dragão (miniatura),Azul,7,2,9,10,2,10,10,5,6,6,5,9,7,10,6,9,7,9,5,4,8,9,5,4,6,2,1,2,7,7
Emma Stone,Feminino,Nascido-Trouxa,Curandeiro(a),Hufflepuff,Raposa,Terra,Gato,Preto,2,4,6,9,1,10,5,4,7,10,5,5,8,9,9,4,10,3,7,7,8,7,6,5,9,8,8,4,6,9
Margaret Edwards,Masculino,Puro-Sangue,Lojista,Slytherin,Raposa,Água,Testrálio,Verde,4,9,3,6,7,5,6,10,7,7,10,7,4,3,5,4,7,9,5,9,4,3,10,7,7,5,3,7,2,4
Dr Allan Wells,Masculino,Mestiço,Jogador(a) de Quadribol,Hufflepuff,Águia,Terra,Furão,Amarelo,4,4,6,9,2,9,2,1,2,9,1,5,8,5,7,2,9,5,6,4,9,9,7,3,6,7,8,2,6,3
Dr Albert Smith,Masculino,Mestiço,Lojista,Hufflepuff,Indeterminado,Fogo,Hipogrifo,Amarelo,8,1,9,10,9,8,1,3,10,8,1,6,10,4,8,2,9,4,1,9,9,9,1,4,2,8,8,4,6,8
Stuart Marshall,Não-Binário,Nascido-Trouxa,Medibruxo(a),Slytherin,Indeterminado,Água,Coruja,Prata,10,10,9,4,8,4,10,6,7,8,10,9,6,3,8,4,5,8,2,10,3,8,9,6,3,9,3,10,6,10
Dr Danielle Anderson,Feminino,Puro-Sangue,Pesquisador(a),Slytherin,Fênix,Água,Furão,Verde,2,9,1,3,10,3,1,6,10,9,10,10,6,10,9,5,9,7,6,6,1,9,9,9,1,9,2,10,10,5
Molly Gray,Não-Binário,Puro-Sangue,Tratador(a) de Criaturas Mágicas,Ravenclaw,Cervo,Ar,Amasso (Kneazle),Azul,7,10,10,1,10,10,7,4,8,1,3,9,4,3,5,8,6,8,1,5,9,4,4,7,7,2,3,1,7,2
Jordan Coates,Não-Binário,Nascido-Trouxa,Pocionista,Slytherin,Lontra,Água,Coruja,Verde,2,9,10,5,9,4,4,10,9,2,8,8,3,8,8,6,10,7,6,7,1,10,10,10,5,7,2,7,8,1
Sara O'Neill,Feminino,Mestiço,Curandeiro(a),Ravenclaw,Texugo,Ar,Coruja,Bronze,4,9,9,3,10,1,7,1,6,8,9,6,7,9,6,9,9,7,4,1,8,9,10,2,8,6,3,8,10,7
Shaun Murray,Não-Binário,Puro-Sangue,Funcionário(a) do Ministério,Hufflepuff,Texugo,Terra,Amasso (Kneazle),Amarelo,9,4,6,10,2,7,8,1,10,8,1,6,7,4,9,6,10,7,3,4,10,10,4,7,9,9,8,2,6,4
Dr Rosie McDonald,Não-Binário,Puro-Sangue,Auror,Gryffindor,Salmão,Fogo,Sapo,Vermelho,9,6,4,5,9,5,2,9,2,9,5,1,2,7,9,5,2,3,7,10,8,6,4,5,8,10,8,6,1,7
Mr Gareth Patel,Feminino,Nascido-Trouxa,Jogador(a) de Quadribol,Gryffindor,Indeterminado,Fogo,Amasso (Kneazle),Vermelho,8,4,4,8,7,8,9,9,3,8,6,9,7,10,6,9,1,2,9,10,9,9,2,5,10,10,1,7,3,1
Mr Damian Evans,Não-Binário,Nascido-Trouxa,Pesquisador(a),Ravenclaw,Fênix,Ar,Furão,Azul,3,6,9,6,8,4,8,2,5,7,4,8,6,6,3,8,8,8,2,6,10,9,3,8,6,3,6,4,10,10
Alexandra Edwards-Chadwick,Masculino,Mestiço,Tratador(a) de Criaturas Mágicas,Hufflepuff,Lebre,Terra,Pomo,Amarelo,10,5,5,9,1,9,10,9,3,8,5,6,9,2,7,6,7,6,4,5,10,8,9,5,7,9,7,3,6,10
Emma Andrews,Feminino,Nascido-Trouxa,Estudante,Ravenclaw,Raposa,Ar,Aranha,Azul,4,3,10,8,10,1,10,2,6,6,8,7,7,6,5,10,8,9,2,6,1,6,9,8,6,2,5,6,7,3
Iain Hooper,Feminino,Mestiço,Inominável,Slytherin,Salmão,Água,Fênix,Verde,10,9,5,6,7,4,6,7,1,4,8,8,4,2,5,5,4,9,10,7,4,5,10,8,5,9,3,7,6,1
Teresa Hughes,Masculino,Mestiço,Funcionário(a) do Ministério,Gryffindor,Cervo,Fogo,Furão,Vermelho,9,4,5,1,7,1,7,8,4,10,7,5,7,4,9,6,7,3,10,10,5,6,2,7,3,5,5,2,8,1
Yvonne Thorpe,Masculino,Mestiço,Desempregado(a),Gryffindor,Raposa,Ar,Cachorro,Vermelho,7,7,8,1,8,6,10,8,1,8,4,4,7,9,2,4,3,3,9,3,9,5,2,7,5,1,6,8,7,6
Miss Harriet Cook,Masculino,Nascido-Trouxa,Fabricante de Varinhas,Gryffindor,Cervo,Fogo,Coruja,Vermelho,8,3,6,5,5,3,6,9,2,9,4,7,7,8,2,7,6,3,9,1,3,10,5,5,6,9,5,2,1,1
Francesca Walker-Barnett,Masculino,Mestiço,Estudante,Hufflepuff,Salmão,Fogo,Sapo,Preto,7,3,4,10,6,9,8,8,9,9,5,3,7,9,7,2,1,3,7,10,10,8,3,7,2,10,7,2,6,10
Brenda Morris,Feminino,Nascido-Trouxa,Jornalista,Hufflepuff,Texugo,Terra,Cachorro,Preto,5,1,7,10,8,9,1,1,8,10,1,6,9,10,8,5,10,3,5,5,8,7,4,6,10,8,9,4,6,2
Miss Lynda Gray,Não-Binário,Nascido-Trouxa,Professor(a),Slytherin,Lebre,Terra,Pomo,Verde,6,9,5,7,8,5,7,1,2,3,9,9,6,4,3,5,4,10,9,7,3,1,9,10,6,10,3,9,5,5
Martyn Walker,Masculino,Nascido-Trouxa,Fabricante de Varinhas,Slytherin,Doninha,Água,Cachorro,Verde,5,10,6,3,10,3,10,6,2,9,9,9,2,10,9,5,5,8,7,6,2,4,6,10,1,6,1,8,6,9
Debra Doyle,Não-Binário,Puro-Sangue,Inominável,Gryffindor,Indeterminado,Fogo,Amasso (Kneazle),Vermelho,7,5,5,4,6,2,7,7,4,7,5,8,7,9,3,8,1,6,9,2,2,2,2,6,7,8,2,4,5,7
Eleanor Bell,Masculino,Puro-Sangue,Fabricante de Varinhas,Slytherin,Urso,Terra,Amasso (Kneazle),Verde,2,10,9,5,8,2,6,7,2,4,9,10,3,6,5,9,8,9,7,8,3,5,8,9,10,5,2,7,5,5
Dr Nicola Scott,Feminino,Mestiço,Fabricante de Varinhas,Slytherin,Cavalo,Água,Serpente,Verde,7,8,10,7,10,3,7,10,9,3,10,9,2,9,8,4,8,10,8,8,1,5,6,10,8,9,3,8,6,2
Leon Dawson-O'Sullivan,Masculino,Mestiço,Jornalista,Gryffindor,Lobo,Fogo,Mini-pufe,Vermelho,7,7,8,9,7,10,4,9,4,6,8,1,4,7,5,8,5,2,8,2,6,8,4,5,3,5,6,10,4,5
Dr James Sheppard,Não-Binário,Puro-Sangue,Medibruxo(a),Slytherin,Cervo,Terra,Pomo,Verde,10,8,5,7,7,4,7,10,8,10,9,8,2,2,3,3,5,7,2,9,1,7,9,9,7,4,1,8,6,5
Dr Grace Pritchard,Feminino,Mestiço,Pocionista,Gryffindor,Salmão,Fogo,Coruja,Vermelho,8,5,4,8,9,2,5,7,4,6,8,1,10,1,1,8,8,6,7,4,8,6,2,8,1,8,10,7,3,2
Terence Ford,Masculino,Puro-Sangue,Membro da Suprema Corte,Slytherin,Águia,Água,Coruja,Verde,6,10,6,5,9,5,6,9,7,8,9,8,5,7,7,10,2,7,4,6,2,1,9,6,8,4,2,8,10,10
Lynn Allen,Feminino,Nascido-Trouxa,Medibruxo(a),Slytherin,Doninha,Terra,Testrálio,Prata,9,8,5,7,8,5,10,9,7,8,8,9,6,7,4,1,1,7,1,8,3,10,7,8,10,8,2,8,3,9
Laura King,Masculino,Nascido-Trouxa,Estudante,Slytherin,Doninha,Água,Sapo,Prata,2,9,8,4,7,2,10,1,3,1,8,10,4,3,9,7,5,8,7,8,2,10,9,9,3,1,3,9,7,10
Irene Watkins,Masculino,Mestiço,Curandeiro(a),Hufflepuff,Cão,Terra,Dragão (miniatura),Amarelo,6,1,8,9,8,7,6,7,6,9,1,6,10,5,8,9,3,5,9,8,8,10,8,5,10,6,9,5,4,1
Miss Jodie Lawson,Feminino,Puro-Sangue,Tratador(a) de Criaturas Mágicas,Ravenclaw,Águia,Ar,Serpente,Bronze,3,8,8,1,1,4,8,3,6,4,6,7,3,6,2,8,9,7,4,1,7,10,3,3,8,10,5,9,10,5
Leah Wilkinson-Mason,Masculino,Mestiço,Pesquisador(a),Gryffindor,Cavalo,Fogo,Sapo,Vermelho,7,5,6,1,5,6,3,9,1,8,4,6,4,5,8,4,1,4,8,2,4,4,2,7,3,3,9,6,9,3
Shaun Warren-Hammond,Não-Binário,Mestiço,Membro da Suprema Corte,Gryffindor,Serpente,Fogo,Cachorro,Vermelho,10,6,5,9,8,2,10,7,4,9,7,1,2,8,8,10,7,4,6,8,6,5,4,6,2,6,1,3,7,10
Sylvia Williams,Não-Binário,Nascido-Trouxa,Fabricante de Varinhas,Gryffindor,Serpente,Fogo,Hipogrifo,Vermelho,8,7,6,3,5,6,7,10,4,10,8,8,9,10,3,2,10,5,10,6,10,5,3,6,4,9,10,2,10,2
Fiona Wilson,Não-Binário,Mestiço,Pesquisador(a),Ravenclaw,Lontra,Ar,Dragão (miniatura),Bronze,5,10,8,2,5,4,10,6,6,2,6,6,4,4,2,9,10,9,4,8,4,8,6,10,9,6,8,7,9,6
Jake Holt,Feminino,Nascido-Trouxa,Jornalista,Slytherin,Texugo,Água,Pomo,Verde,10,9,7,3,10,2,2,5,1,7,8,10,6,7,6,2,4,8,10,9,4,9,10,9,2,5,2,10,4,8
Jill Peters,Masculino,Puro-Sangue,Estudante,Gryffindor,Lobo,Ar,Dragão (miniatura),Dourado,7,5,4,4,9,7,3,7,3,10,5,9,10,8,5,6,5,5,8,5,4,10,3,5,7,10,6,9,5,5
Hugh Wright,Masculino,Mestiço,Medibruxo(a),Gryffindor,Cervo,Fogo,Sapo,Dourado,10,4,6,1,6,5,2,8,4,9,4,2,4,6,6,6,4,4,8,4,5,3,1,5,4,9,1,10,4,1
Billy Brown-Howe,Masculino,Mestiço,Membro da Suprema Corte,Slytherin,Fênix,Água,Aranha,Verde,4,8,4,7,10,2,1,10,10,1,10,9,4,6,8,9,6,10,5,7,4,3,6,7,1,5,2,7,8,3
Mr Christopher Turner,Feminino,Mestiço,Curandeiro(a),Slytherin,Salmão,Água,Aranha,Verde,7,9,7,6,7,5,4,1,10,5,10,8,4,3,6,10,9,10,5,8,2,1,7,10,3,7,3,8,3,7
